price,borough,room_type,min_nights,num_reviews,host_count
149,Brooklyn,Private room,14,65,1
50,Brooklyn,Private room,2,13,3
110,Brooklyn,Entire home/apt,2,4,1
279,Manhattan,Entire home/apt,2,4,1
150,Manhattan,Entire home/apt,3,35,1
129,Manhattan,Entire home/apt,2,179,1
145,Manhattan,Entire home/apt,5,63,1
129,Brooklyn,Entire home/apt,30,9,52
99,Manhattan,Private room,1,5,5
205,Manhattan,Entire home/apt,1,1,1
290,Manhattan,Entire home/apt,2,69,1
190,Manhattan,Entire home/apt,4,216,1
450,Manhattan,Entire home/apt,1,0,1
200,Manhattan,Entire home/apt,2,1,1
30,Manhattan,Shared room,30,125,1
250,Manhattan,Entire home/apt,1,0,1
115,Manhattan,Private room,2,0,1
400,Manhattan,Entire home/apt,1,15,2
80,Brooklyn,Private room,2,0,2
66,Brooklyn,Entire home/apt,3,3,1
125,Brooklyn,Shared room,3,4,1
415,Manhattan,Private room,1,2,7
149,Manhattan,Entire home/apt,3,12,1
130,Manhattan,Private room,1,191,1
175,Brooklyn,Entire home/apt,2,1,1
75,Brooklyn,Private room,3,0,1
200,Brooklyn,Entire home/apt,7,1,1
200,Manhattan,Entire home/apt,3,6,3
95,Manhattan,Private room,7,25,1
250,Brooklyn,Private room,5,0,1
159,Brooklyn,Entire home/apt,30,2,52
225,Manhattan,Private room,3,49,1
150,Manhattan,Entire home/apt,3,0,1
37,Brooklyn,Private room,1,58,2
25,Brooklyn,Private room,7,2,1
64,Queens,Entire home/apt,3,7,1
50,Brooklyn,Private room,2,30,3
500,Manhattan,Entire home/apt,4,6,4
150,Manhattan,Entire home/apt,5,1,1
125,Manhattan,Entire home/apt,1,2,1
43,Brooklyn,Private room,2,153,1
156,Brooklyn,Private room,1,29,2
55,Queens,Private room,2,25,3
120,Manhattan,Entire home/apt,1,73,1
55,Brooklyn,Private room,2,51,1
130,Manhattan,Entire home/apt,50,56,1
89,Manhattan,Private room,1,0,1
65,Brooklyn,Entire home/apt,24,1,1
76,Manhattan,Private room,2,60,2
200,Manhattan,Entire home/apt,2,0,1
240,Manhattan,Entire home/apt,1,72,1
352,Manhattan,Entire home/apt,4,15,1
58,Manhattan,Shared room,1,0,1
212,Manhattan,Entire home/apt,3,67,1
190,Manhattan,Entire home/apt,1,105,1
250,Manhattan,Entire home/apt,2,12,1
185,Manhattan,Private room,2,0,1
150,Brooklyn,Entire home/apt,5,1,1
250,Manhattan,Entire home/apt,1,0,1
275,Manhattan,Entire home/apt,1,1,1
180,Manhattan,Entire home/apt,3,4,1
250,Manhattan,Entire home/apt,4,1,1
105,Brooklyn,Entire home/apt,4,4,1
123,Manhattan,Entire home/apt,2,7,1
75,Brooklyn,Private room,1,0,1
109,Brooklyn,Entire home/apt,4,0,1
40,Queens,Private room,4,0,1
80,Queens,Private room,1,0,1
280,Manhattan,Entire home/apt,2,92,1
299,Manhattan,Entire home/apt,3,13,1
110,Manhattan,Entire home/apt,30,0,1
210,Manhattan,Entire home/apt,5,11,1
110,Brooklyn,Entire home/apt,30,0,1
69,Manhattan,Private room,5,10,1
220,Manhattan,Entire home/apt,4,162,1
75,Manhattan,Private room,20,0,1
199,Brooklyn,Entire home/apt,6,2,1
130,Brooklyn,Entire home/apt,3,0,1
149,Brooklyn,Entire home/apt,30,7,52
396,Manhattan,Entire home/apt,1,15,5
225,Manhattan,Entire home/apt,8,0,1
200,Manhattan,Entire home/apt,3,79,1
195,Manhattan,Entire home/apt,2,1,1
350,Manhattan,Entire home/apt,4,0,1
160,Manhattan,Entire home/apt,3,20,1
38,Queens,Private room,1,6,1
50,Queens,Private room,2,6,1
101,Manhattan,Private room,2,102,2
110,Manhattan,Entire home/apt,30,2,9
69,Manhattan,Private room,30,0,9
199,Manhattan,Entire home/apt,1,205,1
120,Brooklyn,Entire home/apt,1,0,1
142,Manhattan,Entire home/apt,10,22,1
128,Manhattan,Entire home/apt,4,2,1
95,Queens,Private room,2,42,3
154,Manhattan,Entire home/apt,2,37,1
149,Manhattan,Entire home/apt,2,1,1
136,Manhattan,Entire home/apt,2,6,1
150,Brooklyn,Entire home/apt,1,0,1
149,Brooklyn,Entire home/apt,30,5,52
38,Queens,Private room,2,43,1
215,Manhattan,Entire home/apt,30,110,1
119,Manhattan,Private room,3,8,1
155,Manhattan,Entire home/apt,6,17,1
180,Manhattan,Entire home/apt,3,10,1
100,Manhattan,Private room,3,0,2
105,Queens,Entire home/apt,1,92,1
300,Manhattan,Entire home/apt,2,2,2
200,Manhattan,Entire home/apt,5,10,1
80,Brooklyn,Private room,3,5,1
70,Manhattan,Entire home/apt,7,1,1
120,Manhattan,Entire home/apt,10,7,1
200,Manhattan,Entire home/apt,3,78,1
120,Manhattan,Private room,1,2,1
150,Manhattan,Private room,1,133,1
390,Manhattan,Entire home/apt,15,1,1
95,Manhattan,Private room,2,2,2
300,Manhattan,Entire home/apt,3,6,1
75,Manhattan,Private room,2,19,2
150,Manhattan,Entire home/apt,3,13,1
315,Manhattan,Entire home/apt,2,29,1
239,Manhattan,Entire home/apt,2,13,1
250,Manhattan,Entire home/apt,1,18,2
250,Manhattan,Entire home/apt,2,4,1
160,Manhattan,Entire home/apt,4,19,1
390,Manhattan,Private room,1,0,1
108,Brooklyn,Entire home/apt,7,19,1
120,Brooklyn,Entire home/apt,5,40,1
181,Manhattan,Entire home/apt,1,0,1
154,Manhattan,Entire home/apt,3,2,1
90,Brooklyn,Private room,1,116,1
110,Manhattan,Entire home/apt,30,3,9
250,Manhattan,Entire home/apt,3,22,1
200,Manhattan,Entire home/apt,1,0,1
226,Manhattan,Entire home/apt,2,3,1
139,Manhattan,Private room,2,11,1
179,Manhattan,Entire home/apt,4,213,1
199,Manhattan,Entire home/apt,5,23,1
240,Brooklyn,Entire home/apt,2,16,1
150,Manhattan,Private room,3,30,3
350,Manhattan,Entire home/apt,2,69,1
50,Brooklyn,Private room,1,0,1
40,Queens,Private room,3,1,1
145,Queens,Private room,2,75,3
198,Manhattan,Entire home/apt,3,9,1
50,Manhattan,Private room,1,5,1
31,Queens,Private room,1,37,4
165,Manhattan,Entire home/apt,4,2,1
350,Manhattan,Entire home/apt,2,10,1
189,Manhattan,Entire home/apt,5,2,1
200,Manhattan,Entire home/apt,3,10,1
300,Manhattan,Entire home/apt,3,1,1
199,Manhattan,Entire home/apt,2,9,3
55,Manhattan,Private room,30,0,9
195,Manhattan,Entire home/apt,1,4,1
150,Brooklyn,Entire home/apt,14,0,1
149,Brooklyn,Entire home/apt,30,7,52
375,Manhattan,Entire home/apt,2,14,2
190,Manhattan,Private room,2,53,2
148,Manhattan,Entire home/apt,2,3,1
274,Manhattan,Entire home/apt,4,4,1
275,Manhattan,Entire home/apt,2,70,4
80,Manhattan,Private room,1,1,5
70,Brooklyn,Private room,5,0,2
159,Brooklyn,Entire home/apt,30,3,52
129,Manhattan,Private room,4,0,1
170,Manhattan,Entire home/apt,2,17,1
200,Manhattan,Entire home/apt,1,0,1
100,Manhattan,Private room,1,0,1
120,Manhattan,Private room,1,9,1
55,Brooklyn,Private room,7,2,1
240,Manhattan,Entire home/apt,3,2,1
75,Brooklyn,Private room,1,3,1
150,Manhattan,Entire home/apt,5,36,1
149,Brooklyn,Entire home/apt,30,1,52
175,Manhattan,Private room,3,20,2
545,Manhattan,Entire home/apt,2,1,1
125,Manhattan,Entire home/apt,30,2,1
150,Manhattan,Entire home/apt,1,8,1
450,Manhattan,Entire home/apt,2,18,1
90,Manhattan,Private room,1,109,1
79,Manhattan,Private room,2,19,2
70,Brooklyn,Entire home/apt,3,2,1
109,Manhattan,Entire home/apt,6,5,1
195,Manhattan,Entire home/apt,2,0,1
296,Manhattan,Entire home/apt,2,24,1
300,Manhattan,Entire home/apt,5,1,1
393,Manhattan,Entire home/apt,1,11,10
100,Manhattan,Entire home/apt,3,18,1
200,Manhattan,Entire home/apt,3,4,1
115,Manhattan,Entire home/apt,2,14,1
75,Manhattan,Private room,1,15,2
220,Manhattan,Private room,3,1,1
250,Brooklyn,Entire home/apt,5,0,1
80,Brooklyn,Private room,1,0,1
110,Brooklyn,Entire home/apt,4,1,1
105,Queens,Entire home/apt,3,4,1
80,Manhattan,Private room,1,4,5
175,Manhattan,Entire home/apt,2,35,1
150,Brooklyn,Entire home/apt,1,1,2
159,Brooklyn,Entire home/apt,30,7,52
100,Queens,Entire home/apt,1,1,1
187,Manhattan,Entire home/apt,14,1,1
316,Manhattan,Entire home/apt,3,74,1
179,Manhattan,Entire home/apt,4,127,1
70,Manhattan,Private room,1,129,1
190,Manhattan,Entire home/apt,2,32,1
100,Manhattan,Private room,1,1,1
200,Brooklyn,Entire home/apt,1,3,1
120,Manhattan,Private room,1,39,7
175,Manhattan,Entire home/apt,2,7,1
140,Manhattan,Entire home/apt,10,0,2
173,Manhattan,Entire home/apt,12,0,1
300,Manhattan,Entire home/apt,10,7,1
100,Manhattan,Entire home/apt,3,75,1
295,Manhattan,Entire home/apt,5,1,1
200,Manhattan,Entire home/apt,4,3,1
211,Manhattan,Entire home/apt,30,17,1
199,Brooklyn,Entire home/apt,2,25,1
350,Manhattan,Entire home/apt,2,1,1
55,Manhattan,Private room,26,0,1
180,Manhattan,Private room,1,28,7
99,Manhattan,Private room,3,2,1
100,Brooklyn,Private room,4,1,1
139,Brooklyn,Entire home/apt,2,21,1
199,Brooklyn,Entire home/apt,3,26,13
60,Queens,Entire home/apt,1,45,1
60,Manhattan,Private room,1,11,7
128,Manhattan,Entire home/apt,30,7,1
80,Manhattan,Private room,4,7,1
99,Manhattan,Private room,6,80,1
55,Queens,Private room,1,3,10
99,Queens,Private room,1,0,10
69,Queens,Entire home/apt,5,5,1
73,Manhattan,Private room,30,0,9
260,Manhattan,Private room,1,0,5
56,Manhattan,Private room,9,4,1
120,Brooklyn,Entire home/apt,3,2,1
55,Brooklyn,Private room,14,4,1
149,Brooklyn,Entire home/apt,30,2,52
200,Manhattan,Entire home/apt,7,3,1
80,Brooklyn,Private room,1,4,1
200,Queens,Entire home/apt,4,1,2
65,Queens,Private room,1,2,10
96,Manhattan,Private room,3,2,2
210,Manhattan,Entire home/apt,7,0,2
115,Manhattan,Private room,2,12,1
100,Brooklyn,Private room,2,101,1
49,Brooklyn,Private room,3,59,1
149,Brooklyn,Entire home/apt,30,4,52
195,Manhattan,Entire home/apt,30,5,1
145,Manhattan,Entire home/apt,2,9,1
60,Brooklyn,Private room,4,6,1
175,Manhattan,Entire home/apt,1,2,1
170,Manhattan,Entire home/apt,7,9,1
1880,Manhattan,Private room,180,0,1
195,Brooklyn,Entire home/apt,3,11,1
85,Brooklyn,Entire home/apt,7,2,1
225,Manhattan,Entire home/apt,2,9,1
89,Manhattan,Entire home/apt,1,45,8
350,Manhattan,Entire home/apt,2,38,1
120,Manhattan,Entire home/apt,17,0,1
100,Brooklyn,Private room,7,10,1
130,Brooklyn,Entire home/apt,4,10,1
90,Manhattan,Private room,2,3,1
300,Manhattan,Entire home/apt,4,3,1
75,Manhattan,Private room,3,51,1
180,Manhattan,Entire home/apt,5,0,1
95,Manhattan,Private room,2,26,2
159,Manhattan,Entire home/apt,2,6,2
129,Brooklyn,Entire home/apt,30,3,52
30,Queens,Private room,1,59,3
60,Manhattan,Private room,7,25,2
75,Manhattan,Private room,14,13,1
225,Manhattan,Entire home/apt,4,0,1
75,Brooklyn,Private room,7,0,2
250,Manhattan,Private room,1,2,1
125,Brooklyn,Entire home/apt,2,0,1
350,Manhattan,Entire home/apt,3,74,1
100,Brooklyn,Private room,14,0,1
475,Manhattan,Entire home/apt,30,0,1
129,Brooklyn,Entire home/apt,30,6,52
150,Manhattan,Private room,2,1,1
250,Manhattan,Entire home/apt,3,36,1
199,Brooklyn,Entire home/apt,30,5,52
75,Queens,Entire home/apt,1,2,1
369,Manhattan,Entire home/apt,1,10,5
85,Manhattan,Private room,3,5,1
150,Manhattan,Private room,1,16,3
142,Manhattan,Entire home/apt,2,50,1
65,Manhattan,Private room,2,6,1
189,Brooklyn,Entire home/apt,3,7,13
89,Manhattan,Private room,1,3,1
62,Manhattan,Private room,30,0,9
120,Manhattan,Entire home/apt,3,4,1
495,Manhattan,Entire home/apt,30,159,1
385,Manhattan,Entire home/apt,4,1,1
100,Queens,Entire home/apt,2,87,1
140,Manhattan,Private room,2,0,1
90,Manhattan,Private room,7,0,1
110,Manhattan,Entire home/apt,3,6,1
50,Queens,Entire home/apt,27,0,1
79,Manhattan,Private room,1,161,1
180,Manhattan,Entire home/apt,3,0,1
150,Brooklyn,Private room,1,0,1
159,Brooklyn,Entire home/apt,30,9,52
65,Queens,Private room,2,21,3
350,Manhattan,Entire home/apt,2,0,1
183,Manhattan,Entire home/apt,2,35,1
250,Manhattan,Entire home/apt,3,0,1
55,Queens,Private room,1,0,10
150,Manhattan,Private room,1,61,1
142,Manhattan,Private room,5,8,1
185,Manhattan,Entire home/apt,3,2,1
142,Manhattan,Entire home/apt,1,146,1
80,Brooklyn,Private room,2,0,1
175,Manhattan,Entire home/apt,5,9,1
90,Manhattan,Private room,5,1,1
190,Brooklyn,Entire home/apt,2,5,2
60,Brooklyn,Private room,3,0,1
36,Queens,Private room,1,0,1
157,Manhattan,Entire home/apt,3,2,1
190,Manhattan,Entire home/apt,2,0,1
209,Manhattan,Entire home/apt,3,4,1
195,Brooklyn,Entire home/apt,3,12,1
75,Queens,Private room,2,0,1
190,Manhattan,Entire home/apt,6,61,1
285,Manhattan,Entire home/apt,5,3,1
200,Manhattan,Private room,1,0,1
200,Manhattan,Private room,1,1,1
75,Manhattan,Private room,6,3,1
119,Manhattan,Private room,3,1,1
85,Brooklyn,Entire home/apt,3,4,1
150,Manhattan,Entire home/apt,6,0,1
80,Manhattan,Entire home/apt,4,11,1
185,Manhattan,Entire home/apt,2,32,1
240,Manhattan,Entire home/apt,3,15,1
60,Manhattan,Entire home/apt,5,2,1
175,Manhattan,Private room,3,0,2
95,Brooklyn,Entire home/apt,3,0,1
299,Manhattan,Entire home/apt,3,3,2
160,Manhattan,Entire home/apt,5,25,1
75,Brooklyn,Private room,3,0,1
205,Manhattan,Entire home/apt,1,2,2
189,Manhattan,Entire home/apt,2,138,1
250,Manhattan,Entire home/apt,1,2,1
109,Manhattan,Private room,3,4,1
150,Manhattan,Entire home/apt,5,1,1
53,Brooklyn,Private room,5,1,1
149,Brooklyn,Entire home/apt,30,7,52
129,Brooklyn,Entire home/apt,30,0,52
30,Queens,Private room,1,61,3
250,Manhattan,Entire home/apt,2,14,1
265,Manhattan,Entire home/apt,2,42,1
125,Manhattan,Entire home/apt,30,0,1
250,Manhattan,Private room,7,3,1
175,Brooklyn,Entire home/apt,2,2,1
129,Brooklyn,Entire home/apt,30,5,52
200,Manhattan,Entire home/apt,30,6,39
130,Manhattan,Entire home/apt,1,204,1
250,Manhattan,Private room,1,1,1
190,Manhattan,Entire home/apt,2,5,1
399,Manhattan,Entire home/apt,4,3,1
250,Manhattan,Entire home/apt,2,3,1
63,Manhattan,Private room,30,1,1
450,Manhattan,Entire home/apt,3,12,2
190,Manhattan,Entire home/apt,2,23,1
105,Brooklyn,Private room,1,24,7
45,Brooklyn,Private room,1,1,1
100,Brooklyn,Entire home/apt,20,2,1
150,Manhattan,Entire home/apt,4,1,1
100,Manhattan,Private room,2,156,1
35,Queens,Private room,1,131,1
60,Queens,Private room,2,2,1
230,Manhattan,Entire home/apt,2,27,1
50,Manhattan,Private room,27,0,1
280,Manhattan,Entire home/apt,4,2,2
150,Manhattan,Entire home/apt,7,19,1
140,Brooklyn,Entire home/apt,3,1,1
129,Brooklyn,Entire home/apt,30,6,52
42,Queens,Entire home/apt,3,0,1
349,Manhattan,Entire home/apt,2,2,1
55,Manhattan,Private room,3,12,1
150,Manhattan,Entire home/apt,31,0,1
199,Manhattan,Private room,1,141,1
125,Manhattan,Entire home/apt,1,11,1
140,Manhattan,Entire home/apt,1,31,1
176,Manhattan,Entire home/apt,2,3,1
150,Manhattan,Entire home/apt,2,28,1
97,Manhattan,Private room,3,6,1
80,Manhattan,Private room,180,1,3
200,Manhattan,Entire home/apt,2,47,1
219,Manhattan,Entire home/apt,1,101,2
72,Manhattan,Private room,5,451,2
99,Brooklyn,Entire home/apt,3,29,13
129,Brooklyn,Entire home/apt,30,4,52
85,Queens,Private room,1,1,10
75,Queens,Private room,1,0,1
150,Manhattan,Entire home/apt,7,9,1
83,Queens,Private room,1,25,2
135,Manhattan,Entire home/apt,5,18,1
150,Manhattan,Private room,7,2,2
189,Brooklyn,Entire home/apt,3,26,13
499,Manhattan,Entire home/apt,5,3,1
400,Manhattan,Entire home/apt,1,0,1
60,Manhattan,Private room,30,0,9
79,Manhattan,Private room,2,2,1
100,Manhattan,Private room,3,1,1
199,Brooklyn,Entire home/apt,3,8,1
225,Brooklyn,Entire home/apt,5,0,1
89,Manhattan,Entire home/apt,1,6,8
75,Manhattan,Private room,1,1,2
200,Manhattan,Entire home/apt,2,20,1
215,Manhattan,Entire home/apt,3,72,1
199,Manhattan,Entire home/apt,2,1,1
98,Manhattan,Private room,1,0,2
100,Manhattan,Private room,3,26,1
150,Manhattan,Entire home/apt,1,4,1
179,Brooklyn,Entire home/apt,3,36,13
200,Manhattan,Entire home/apt,2,20,1
99,Manhattan,Entire home/apt,2,38,1
850,Manhattan,Entire home/apt,1,0,1
250,Manhattan,Entire home/apt,1,2,1
80,Brooklyn,Private room,5,19,1
500,Manhattan,Entire home/apt,5,24,2
410,Manhattan,Entire home/apt,31,40,2
149,Manhattan,Private room,4,25,2
150,Manhattan,Private room,1,3,1
69,Brooklyn,Private room,3,4,1
80,Manhattan,Private room,2,8,3
129,Manhattan,Entire home/apt,31,7,1
161,Manhattan,Entire home/apt,5,0,1
140,Manhattan,Entire home/apt,1,38,2
71,Manhattan,Private room,2,112,1
100,Manhattan,Private room,2,66,3
100,Manhattan,Private room,7,0,1
75,Manhattan,Private room,5,6,1
134,Brooklyn,Entire home/apt,6,6,1
225,Manhattan,Entire home/apt,1,1,1
75,Manhattan,Entire home/apt,4,0,1
149,Manhattan,Entire home/apt,3,25,1
80,Manhattan,Private room,1,1,1
130,Manhattan,Private room,2,115,1
135,Manhattan,Private room,2,17,1
60,Manhattan,Private room,2,2,1
165,Manhattan,Entire home/apt,2,2,1
240,Manhattan,Entire home/apt,2,0,1
80,Manhattan,Private room,2,3,1
260,Manhattan,Entire home/apt,2,170,1
99,Queens,Entire home/apt,1,6,1
100,Manhattan,Private room,2,0,2
65,Manhattan,Private room,2,1,1
187,Brooklyn,Entire home/apt,3,1,1
655,Manhattan,Private room,3,1,1
129,Manhattan,Entire home/apt,5,26,1
99,Manhattan,Private room,6,5,1
195,Manhattan,Entire home/apt,1,0,1
180,Manhattan,Private room,3,0,1
75,Brooklyn,Entire home/apt,2,6,1
162,Manhattan,Entire home/apt,2,18,1
85,Manhattan,Private room,2,0,1
95,Manhattan,Private room,4,2,1
250,Manhattan,Entire home/apt,31,1,1
125,Manhattan,Entire home/apt,2,3,1
125,Manhattan,Private room,2,246,1
75,Manhattan,Private room,1,8,1
200,Brooklyn,Private room,7,0,1
205,Brooklyn,Entire home/apt,3,5,13
200,Manhattan,Entire home/apt,4,14,1
3518,Manhattan,Entire home/apt,1,0,12
67,Brooklyn,Private room,4,0,1
99,Brooklyn,Private room,6,0,2
129,Manhattan,Private room,1,29,10
208,Manhattan,Private room,2,38,1
190,Manhattan,Private room,1,0,1
175,Manhattan,Entire home/apt,1,2,1
185,Manhattan,Entire home/apt,30,0,1
110,Manhattan,Entire home/apt,4,3,1
99,Manhattan,Private room,2,78,1
400,Manhattan,Entire home/apt,3,42,1
215,Brooklyn,Entire home/apt,3,2,1
150,Brooklyn,Private room,4,0,1
420,Manhattan,Entire home/apt,4,0,3
110,Manhattan,Private room,1,0,1
140,Manhattan,Entire home/apt,5,25,1
150,Brooklyn,Entire home/apt,14,0,1
160,Manhattan,Entire home/apt,7,1,1
89,Manhattan,Private room,7,44,1
150,Manhattan,Entire home/apt,3,5,1
250,Manhattan,Entire home/apt,5,3,1
219,Manhattan,Entire home/apt,2,9,1
250,Manhattan,Entire home/apt,2,99,1
100,Manhattan,Entire home/apt,3,2,1
60,Manhattan,Private room,8,1,2
90,Brooklyn,Private room,1,1,1
69,Queens,Private room,2,1,1
300,Manhattan,Entire home/apt,4,0,1
310,Manhattan,Entire home/apt,31,18,2
130,Manhattan,Private room,2,19,2
155,Manhattan,Entire home/apt,1,80,3
60,Brooklyn,Private room,3,4,1
175,Manhattan,Entire home/apt,5,20,1
250,Manhattan,Entire home/apt,2,8,1
170,Manhattan,Private room,5,0,1
95,Manhattan,Private room,3,0,1
55,Queens,Private room,2,12,1
115,Manhattan,Private room,1,0,1
90,Manhattan,Private room,3,0,1
120,Manhattan,Entire home/apt,8,6,1
50,Manhattan,Private room,7,0,1
129,Manhattan,Private room,1,38,10
180,Manhattan,Entire home/apt,2,18,1
299,Manhattan,Entire home/apt,1,177,1
199,Manhattan,Entire home/apt,1,14,1
100,Brooklyn,Entire home/apt,4,26,1
205,Manhattan,Entire home/apt,4,15,1
350,Manhattan,Entire home/apt,3,0,1
82,Manhattan,Private room,30,1,8
240,Manhattan,Entire home/apt,2,12,2
65,Manhattan,Shared room,2,0,1
225,Brooklyn,Entire home/apt,6,0,2
79,Manhattan,Private room,1,3,3
150,Manhattan,Entire home/apt,10,5,1
180,Manhattan,Entire home/apt,4,3,1
150,Manhattan,Entire home/apt,2,8,1
150,Brooklyn,Entire home/apt,5,1,1
125,Manhattan,Entire home/apt,1,88,1
110,Manhattan,Entire home/apt,5,3,1
125,Manhattan,Entire home/apt,7,4,1
91,Manhattan,Private room,5,395,2
110,Manhattan,Private room,15,6,1
199,Manhattan,Entire home/apt,2,4,1
250,Brooklyn,Entire home/apt,10,0,1
85,Manhattan,Private room,1,44,1
175,Manhattan,Entire home/apt,1,2,1
115,Brooklyn,Entire home/apt,1,2,1
189,Manhattan,Entire home/apt,2,9,1
360,Manhattan,Entire home/apt,2,22,2
200,Manhattan,Entire home/apt,2,39,1
89,Manhattan,Private room,4,6,1
250,Manhattan,Entire home/apt,5,0,1
110,Manhattan,Entire home/apt,3,3,1
225,Manhattan,Entire home/apt,2,2,1
150,Brooklyn,Entire home/apt,2,8,1
40,Queens,Private room,3,1,1
150,Manhattan,Entire home/apt,7,0,1
135,Manhattan,Entire home/apt,3,3,1
150,Manhattan,Private room,2,7,1
221,Manhattan,Entire home/apt,2,78,1
350,Manhattan,Entire home/apt,4,47,2
72,Manhattan,Private room,3,0,1
77,Manhattan,Private room,1,9,1
135,Manhattan,Entire home/apt,1,1,1
150,Brooklyn,Entire home/apt,7,0,1
196,Manhattan,Entire home/apt,1,0,3
70,Queens,Private room,2,175,2
110,Manhattan,Private room,3,71,2
99,Manhattan,Private room,1,0,10
125,Manhattan,Entire home/apt,25,3,1
350,Manhattan,Entire home/apt,5,4,1
150,Manhattan,Entire home/apt,80,18,1
95,Manhattan,Private room,1,3,1
250,Manhattan,Entire home/apt,3,0,1
120,Manhattan,Private room,14,1,1
80,Manhattan,Private room,1,32,1
500,Manhattan,Entire home/apt,1,1,1
100,Manhattan,Private room,1,1,1
180,Brooklyn,Entire home/apt,3,0,2
155,Manhattan,Entire home/apt,5,12,1
80,Manhattan,Private room,2,3,1
117,Manhattan,Entire home/apt,180,15,1
140,Manhattan,Entire home/apt,1,1,1
325,Manhattan,Entire home/apt,3,17,1
45,Brooklyn,Private room,2,1,1
30,Queens,Private room,1,74,3
175,Manhattan,Entire home/apt,2,2,1
139,Manhattan,Entire home/apt,3,1,1
75,Manhattan,Private room,3,32,1
130,Manhattan,Private room,3,18,3
40,Queens,Private room,1,24,1
159,Manhattan,Entire home/apt,30,4,91
99,Manhattan,Private room,2,5,1
200,Manhattan,Entire home/apt,2,110,1
200,Manhattan,Entire home/apt,3,0,1
85,Manhattan,Entire home/apt,5,0,1
149,Queens,Entire home/apt,2,0,1
50,Queens,Private room,1,15,4
200,Manhattan,Entire home/apt,30,22,1
179,Manhattan,Entire home/apt,4,13,1
165,Manhattan,Entire home/apt,1,4,1
299,Manhattan,Entire home/apt,2,63,1
93,Manhattan,Entire home/apt,7,0,1
65,Brooklyn,Private room,3,2,3
250,Manhattan,Entire home/apt,2,3,1
100,Manhattan,Entire home/apt,3,2,1
110,Manhattan,Private room,1,26,3
219,Manhattan,Entire home/apt,2,7,1
250,Manhattan,Private room,1,2,1
250,Manhattan,Entire home/apt,31,2,1
100,Manhattan,Entire home/apt,5,3,1
152,Manhattan,Entire home/apt,2,0,3
100,Queens,Entire home/apt,2,18,1
90,Manhattan,Private room,2,4,1
525,Manhattan,Entire home/apt,6,5,4
285,Manhattan,Private room,1,0,7
170,Manhattan,Entire home/apt,2,7,1
95,Manhattan,Private room,2,1,2
95,Brooklyn,Private room,4,1,1
225,Manhattan,Entire home/apt,4,51,1
180,Manhattan,Entire home/apt,2,11,1
150,Manhattan,Entire home/apt,30,0,1
147,Manhattan,Entire home/apt,2,16,1
225,Brooklyn,Entire home/apt,5,7,1
225,Brooklyn,Entire home/apt,7,2,1
400,Manhattan,Entire home/apt,2,0,2
175,Manhattan,Entire home/apt,2,0,1
250,Manhattan,Private room,1,1,7
131,Manhattan,Entire home/apt,3,35,1
135,Manhattan,Entire home/apt,2,25,1
85,Manhattan,Private room,1,4,1
165,Manhattan,Entire home/apt,30,7,91
190,Manhattan,Entire home/apt,4,4,1
196,Manhattan,Entire home/apt,2,1,1
150,Manhattan,Entire home/apt,2,14,3
120,Manhattan,Entire home/apt,1,5,1
295,Manhattan,Entire home/apt,1,261,1
100,Manhattan,Shared room,1,0,1
70,Queens,Private room,1,0,1
163,Manhattan,Private room,2,396,1
160,Manhattan,Entire home/apt,10,18,1
140,Brooklyn,Entire home/apt,2,4,1
320,Queens,Entire home/apt,30,0,2
125,Manhattan,Private room,3,7,3
150,Manhattan,Private room,2,18,1
81,Manhattan,Private room,5,9,1
850,Manhattan,Entire home/apt,5,11,1
142,Manhattan,Entire home/apt,30,10,91
140,Manhattan,Entire home/apt,1,37,1
95,Manhattan,Private room,2,1,1
225,Manhattan,Entire home/apt,3,2,1
115,Manhattan,Private room,1,1,2
107,Manhattan,Private room,1,115,1
90,Queens,Entire home/apt,1,7,1
85,Manhattan,Private room,2,0,1
200,Manhattan,Entire home/apt,10,35,1
480,Manhattan,Entire home/apt,10,59,1
120,Manhattan,Entire home/apt,5,0,1
156,Manhattan,Entire home/apt,2,31,1
75,Manhattan,Private room,1,159,1
175,Brooklyn,Entire home/apt,2,8,1
90,Queens,Entire home/apt,3,9,1
189,Manhattan,Entire home/apt,3,205,1
62,Manhattan,Private room,30,0,8
80,Manhattan,Private room,3,51,3
175,Manhattan,Entire home/apt,7,12,1
150,Manhattan,Entire home/apt,4,11,1
90,Manhattan,Private room,3,0,1
37,Queens,Shared room,1,0,1
250,Manhattan,Entire home/apt,4,0,1
1999,Manhattan,Entire home/apt,1,20,1
100,Manhattan,Private room,1,24,2
170,Manhattan,Entire home/apt,4,14,1
100,Manhattan,Private room,5,0,1
215,Manhattan,Entire home/apt,4,2,1
275,Manhattan,Entire home/apt,4,18,1
129,Manhattan,Entire home/apt,1,198,1
174,Manhattan,Entire home/apt,3,11,1
150,Manhattan,Private room,5,1,1
290,Manhattan,Entire home/apt,2,70,1
100,Manhattan,Private room,2,0,1
325,Manhattan,Entire home/apt,3,2,1
130,Manhattan,Private room,1,8,2
110,Manhattan,Entire home/apt,30,41,1
21,Queens,Shared room,1,11,4
110,Manhattan,Entire home/apt,10,2,1
110,Manhattan,Private room,3,36,1
83,Manhattan,Private room,2,2,1
119,Manhattan,Private room,1,134,1
125,Manhattan,Entire home/apt,2,1,2
190,Manhattan,Entire home/apt,5,21,1
